fates_allom_d2bl1,fates_maintresp_leaf_ryan1991_baserate,fates_maintresp_nonleaf_baserate,fates_cnp_store_ovrflw_frac,fates_cnp_vmax_nh4
0.16272545090180293,2.2965931863727574e-06,1.2970941883767585e-06,7.3747494989980185,6.043033942004035e-08
0.07671342685370743,9.298597194388775e-07,7.600200400801604e-07,7.995991983967966,6.856200046703184e-08
0.28877755511021747,1.018036072144289e-06,1.2530060120240527e-06,9.93987975951909,3.528701909752935e-09
0.3888777555110172,5.415831663326693e-06,1.6838677354709504e-06,0.0,1.5624545225189744e-08
0.059659318637274555,5.448897795591222e-06,1.3652304609218493e-06,2.8256513026052037,1.1602962879706392e-08
0.24651302605210199,1.5140280561122293e-06,8.381763527054116e-07,0.8216432865731468,7.45880645146543e-09
0.27246492985971676,4.853707414829694e-06,1.5115230460921913e-06,3.4669338677354578,8.137547116464442e-08
0.1204609218436874,5.349699398797634e-06,1.3191382765531114e-06,9.67935871743492,4.447338983198577e-08
0.26208416833667086,4.2805611222445184e-06,8.802605210420854e-07,1.9038076152304624,5.690884981467729e-09
0.2821042084168308,4.489979959919871e-06,1.2730460921843735e-06,2.5450901803607175,1.3853396287793502e-07
0.19460921843687248,5.900801603206457e-06,1.3612224448897851e-06,0.20040080160320636,6.172010653894298e-09
0.31250501002003667,6.543086172344688e-07,9.784569138276574e-07,7.835671342685399,1.21007278315068e-07
0.2895190380761493,4.688376753507047e-06,1.2429859719438923e-06,1.4829659318637285,1.1814124361637986e-08
0.11378757515030062,6.212424849699398e-07,1.745991983967945e-06,5.1302605210420795,2.4747970279903217e-08
0.27987975951903526,5.878757515030104e-06,1.2790581162324697e-06,0.9819639278557121,4.694595079589688e-08
0.35995991983967507,1.1943887775551121e-06,1.6618236472945975e-06,8.857715430861763,7.571169601678531e-08
0.05150300601202405,5.23947895791587e-06,1.4754509018036138e-06,7.234468937875772,7.435845193020915e-08
0.12120240480961926,2.3957915831663455e-06,1.2149298597194431e-06,9.318637274549143,3.4970243379325587e-09
0.10563126252505012,5.779559118236516e-06,7.74048096192385e-07,5.090180360721438,1.709899408108259e-08
0.27543086172344416,5.551102204408817e-07,1.383266533066138e-06,4.809619238476945,2.2544334056057853e-07
0.18571142284569028,3.6192384769539317e-06,1.0025050100200424e-06,4.949899799599192,1.9692127828271127e-07
0.24947895791582939,5.8897795591182805e-06,1.1768537074148335e-06,7.675350701402832,1.2358994143126633e-08
0.38961923847694907,1.1613226452905828e-06,1.5195390781563196e-06,6.573146292585183,5.846941668115034e-09
0.04557114228456914,2.241482965931875e-06,7.560120240480963e-07,4.669338677354699,4.867023126387145e-08
0.16050100200400738,8.306613226452904e-07,1.311122244488983e-06,5.731462925851706,1.316428724399259e-08
0.19905811623246358,5.856713426853751e-06,1.623747494989988e-06,1.2024048096192392,1.5766079171111348e-08
0.04334669338677355,2.770541082164345e-06,9.463927855711441e-07,2.284569138276552,1.1057280233242822e-07
0.26505010020039826,9.849699398797595e-07,1.1808617234468977e-06,1.1823647294589186,8.512852419123945e-08
0.050020040080160325,3.894789579158343e-06,1.1187374749499032e-06,9.859719438877807,4.303025907623951e-09
0.22797595190380573,5.988977955911869e-06,1.0806613226452936e-06,4.2685370741482815,2.4972148189518038e-08
0.2954509018036041,5.294589178356752e-06,8.401803607214437e-07,5.450901803607214,1.8487510032597124e-07
0.38813627254508537,1.4809619238477e-06,1.5816633266533142e-06,6.012024048096198,6.918306497332757e-08
0.15308617234468888,2.8036072144288742e-06,1.0045090180360745e-06,3.9679358717434687,6.8156324386234326e-09
0.17755511022043993,2.7925851703406978e-06,9.103206412825666e-07,4.028056112224431,9.261065621133671e-09
0.35551102204408397,1.0400801603206418e-06,1.136773547094192e-06,5.691382765531064,3.4549625085950754e-08
0.320661322645287,3.6412825651302846e-06,1.6918837675350787e-06,7.775551102204436,5.326311801793594e-08
0.14048096192384743,3.971943887775578e-06,1.3211422845691435e-06,4.488977955911811,7.52637157376031e-09
0.33623246492985587,5.58116232464934e-06,1.7439879759519128e-06,5.4709418837675345,4.328638126321561e-08
0.18422845691382658,2.406813627254522e-06,1.1427855711422881e-06,2.7655310621242424,1.0013106196268845e-07
0.3740480961923802,3.0020040080160504e-06,1.0526052104208444e-06,3.3667334669338556,1.704635638029228e-07
0.39703406813626757,4.346693386773577e-06,7.880761523046096e-07,2.5050100200400767,6.0616943175938166e-09
0.13899799599198373,2.6382765531062274e-06,1.5956913827655387e-06,3.166332665330651,2.2410940966275984e-08
0.3102805611222411,3.553106212424873e-06,1.6077154308617312e-06,2.5851703406813584,8.016778400781506e-09
0.3770140280561076,1.2274549098196415e-06,9.584168336673366e-07,9.619238476953957,9.485733439116067e-08
0.15382765531062073,1.8777555110220522e-06,1.2570140280561168e-06,0.8817635270541088,1.1498801718080625e-08
0.15975951903807553,8.857715430861721e-07,1.503507014028063e-06,7.655310621242511,1.1091424175530981e-08
0.335490981963924,4.016032064128284e-06,1.4453907815631326e-06,3.066132264529049,2.4087439277141948e-08
0.20943887775550948,4.005010020040107e-06,1.5015030060120309e-06,3.56713426853706,3.713418359176304e-08
