fates_allom_d2bl1,fates_maintresp_leaf_ryan1991_baserate,fates_maintresp_nonleaf_baserate,fates_cnp_store_ovrflw_frac,fates_cnp_vmax_nh4,fates_cnp_vmax_no3,fates_cnp_vmax_p
0.18517034068136234,6.781809619238492e-05,4.581653306613249e-05,4.90981963927855,3.1563096058403076e-09,3.1563096058403076e-09,3.156309605840308e-10
0.45889779559118,2.4716673346693448e-05,2.5618376753507082e-05,3.386773547094176,3.597386788179242e-10,3.597386788179242e-10,3.597386788179242e-11
0.802364729458913,3.8602905811623416e-05,4.761993987975976e-05,2.0440881763527066,7.070238572888788e-08,7.070238572888788e-08,7.070238572888788e-09
0.14158316633266527,2.7241442885771624e-05,8.621284569138237e-05,5.851703406813631,3.1764506247026196e-08,3.1764506247026196e-08,3.1764506247026194e-09
0.8721042084168283,3.8061883767535235e-05,7.629410821643276e-05,8.77755511022048,4.4191852835845255e-10,4.4191852835845255e-10,4.419185283584525e-11
0.6925250501001964,8.801625250500957e-05,7.944989979959916e-06,7.515030060120265,1.6578499612501935e-06,1.6578499612501935e-06,1.6578499612501935e-07
0.5007414829659292,8.531114228456877e-05,8.3868416833667e-05,3.787575150300585,3.249903388467101e-08,3.249903388467101e-08,3.249903388467101e-09
0.45192384769538846,6.421128256513051e-05,4.18490380761525e-05,6.873747494989996,9.836354454798719e-10,9.836354454798719e-10,9.836354454798719e-11
0.0840480961923848,6.367026052104235e-05,5.39318637274552e-05,0.5210420841683369,1.2284431849546003e-10,1.2284431849546003e-10,1.2284431849546003e-11
0.10845691382765536,7.106422845691388e-05,3.1569619238477067e-05,1.1823647294589186,3.380372983948503e-09,3.380372983948503e-09,3.380372983948503e-10
0.09799599198396798,3.048757515030071e-05,3.71601803607216e-05,0.32064128256513025,4.5502270122077455e-09,4.5502270122077455e-09,4.5502270122077453e-10
0.5408416833667306,5.7899358717435194e-05,9.027034068136267e-06,1.803607214428859,9.149731276311929e-07,9.149731276311929e-07,9.14973127631193e-08
0.22352705410821577,2.2732925851703452e-05,5.826004008016065e-05,2.3647294589178336,8.597770058661916e-06,8.597770058661916e-06,8.597770058661916e-07
0.7047294589178316,4.157835671342686e-06,5.771901803607247e-05,6.633266533066146,5.661260816510151e-07,5.661260816510151e-07,5.661260816510152e-08
0.7343687374749456,6.565400801603227e-05,8.675386773547053e-05,4.348697394789565,1.0025861619226328e-06,1.0025861619226328e-06,1.0025861619226328e-07
0.043947895791583175,4.257040080160341e-05,3.193030060120252e-05,1.162324649298598,3.4806108990350904e-08,3.4806108990350904e-08,3.4806108990350904e-09
0.3647494989979943,5.1948116232465206e-05,3.4364729458917847e-06,5.230460921843684,6.8407293640032075e-06,6.8407293640032075e-06,6.840729364003207e-07
0.7395991983967892,7.358899799599196e-05,4.9062665330661576e-05,6.132264529058124,9.962290327919802e-08,9.962290327919802e-08,9.962290327919802e-09
0.32987975951903664,8.729488977955869e-05,8.873761523046045e-05,6.452905811623258,2.851431299180209e-07,2.851431299180209e-07,2.851431299180209e-08
0.7936472945891736,1.4617595190380748e-05,1.876543086172346e-05,3.4669338677354578,2.1399212336501777e-09,2.1399212336501777e-09,2.1399212336501776e-10
0.14332665330661315,5.248913827655339e-05,5.212845691382793e-05,6.553106212424862,8.999999999996206e-06,8.999999999996206e-06,8.999999999996206e-07
0.6262725450901768,3.734052104208433e-05,9.387715430861717e-06,3.486973947895778,3.852761810524898e-10,3.852761810524898e-10,3.852761810524898e-11
0.190400801603206,8.513080160320605e-05,6.835911823647308e-05,9.579158316633315,4.402520680793966e-07,4.402520680793966e-07,4.402520680793966e-08
0.6750901803607176,6.258821643286603e-05,8.801625250500957e-05,3.9679358717434687,1.4090458511712325e-10,1.4090458511712325e-10,1.4090458511712325e-11
0.6593987975951866,3.373370741482979e-05,5.4292545090180656e-05,0.20040080160320636,1.1168655689768682e-07,1.1168655689768682e-07,1.1168655689768682e-08
0.4187975951903787,6.312923847695419e-05,2.2732925851703452e-05,8.717434869739517,6.452391371260465e-08,6.452391371260465e-08,6.452391371260465e-09
0.638476953907812,3.7520861723447054e-05,6.294889779559147e-05,9.519038076152352,8.161436965110303e-07,8.161436965110303e-07,8.161436965110304e-08
0.8163126252504961,6.926082164328668e-05,7.827785571142268e-05,7.134268537074168,1.8165969901177153e-06,1.8165969901177153e-06,1.8165969901177153e-07
0.6123246492985938,7.223627254509015e-06,8.729488977955869e-05,1.3827655310621252,3.7040597953057886e-09,3.7040597953057886e-09,3.704059795305789e-10
0.8232865731462876,9.928737474949893e-06,6.85394589178358e-05,8.697394789579196,3.643444506839694e-08,3.643444506839694e-08,3.6434445068396936e-09
0.35080160320641124,3.138927855711434e-05,2.814314629258526e-05,7.354709418837698,6.203353499968312e-07,6.203353499968312e-07,6.203353499968312e-08
0.11194388777555116,6.321923847695389e-06,6.096515030060155e-05,4.809619238476945,1.811911094637567e-10,1.811911094637567e-10,1.811911094637567e-11
0.727394789579154,8.765557114228413e-05,5.357118236472975e-05,0.3006012024048096,1.4126898718987808e-06,1.4126898718987808e-06,1.4126898718987808e-07
0.7221643286573104,5.068573146292612e-05,8.747523046092141e-05,4.048096192384752,1.724405482432989e-07,1.724405482432989e-07,1.724405482432989e-08
0.05789579158316635,4.338176352705412e-06,3.977494989979961e-06,3.987975951903789,2.2918321804121607e-09,2.2918321804121607e-09,2.2918321804121607e-10
0.8912825651302551,8.368807615230429e-05,5.0866072144288845e-05,2.424849699398795,3.7754221960716797e-06,3.7754221960716797e-06,3.7754221960716797e-07
0.21829659318637212,2.579871743486981e-05,2.525769539078163e-05,4.669338677354699,1.3633063764347168e-08,1.3633063764347168e-08,1.3633063764347169e-09
0.3368537074148282,7.196593186372748e-05,5.411220440881793e-05,3.527054108216419,2.1673188686386775e-07,2.1673188686386775e-07,2.1673188686386775e-08
0.5774549098196361,3.030723446893798e-05,4.157835671342686e-06,5.270541082164326,9.89912212506906e-09,9.89912212506906e-09,9.899122125069062e-10
0.31767535070140146,6.240787575150331e-05,4.491482965931886e-05,9.038076152304651,4.904340346826786e-08,4.904340346826786e-08,4.904340346826786e-09
0.42402805611222233,8.278637274549069e-05,3.0126893787575255e-05,0.18036072144288573,2.3748499716013735e-07,2.3748499716013735e-07,2.3748499716013734e-08
0.8581563126252453,8.170432865731437e-05,1.5699639278557103e-05,1.4028056112224458,3.0152471361080205e-09,3.0152471361080205e-09,3.0152471361080204e-10
0.4571543086172321,2.5618376753507082e-05,7.990092184368716e-05,8.416833667334704,2.104902375953338e-08,2.104902375953338e-08,2.104902375953338e-09
0.09625250501002008,8.098296593186348e-05,5.465322645290611e-05,6.3326653306613325,2.38383935162554e-10,2.38383935162554e-10,2.3838393516255397e-11
0.39961923847695197,3.950460921843705e-05,6.691639278557132e-05,1.5030060120240492,1.0257701283071679e-06,1.0257701283071679e-06,1.0257701283071679e-07
0.07184368737474953,7.449070140280556e-05,4.527551102204431e-05,1.7034068136272558,3.5385171559541083e-09,3.5385171559541083e-09,3.538517155954108e-10
0.3734669338677337,7.557274549098188e-05,6.150617234468971e-05,5.3106212424849675,7.115355125521681e-07,7.115355125521681e-07,7.115355125521681e-08
0.2740881763527044,2.345428857715436e-05,7.593342685370732e-05,5.931863727454915,1.123992503055137e-06,1.123992503055137e-06,1.123992503055137e-07
0.09450901803607219,7.39496793587174e-05,3.878324649298614e-05,0.8016032064128261,7.1422884610987e-10,7.1422884610987e-10,7.1422884610987e-11
0.2305010020040073,7.21462725450902e-05,1.1010781563126244e-05,7.8757515030060405,1.512975364909728e-06,1.512975364909728e-06,1.512975364909728e-07
0.5112024048096165,7.413002004008012e-05,5.3210501002004294e-05,0.8817635270541088,6.559738570739111e-09,6.559738570739111e-09,6.559738570739111e-10
0.7901603206412778,4.725925851703431e-05,5.970276553106246e-05,5.490981963927855,1.5283934734759824e-08,1.5283934734759824e-08,1.5283934734759824e-09
0.22875751503005942,8.440943887775517e-05,1.2633847695390771e-05,9.839679358717486,2.126352568802807e-10,2.126352568802807e-10,2.126352568802807e-11
0.34905811623246336,8.20650100200398e-05,7.584308617234465e-06,1.9639278557114244,1.1470175165026506e-10,1.1470175165026506e-10,1.1470175165026506e-11
0.4275150300601181,6.0063446893787916e-05,3.1028597194388886e-05,5.390781563126251,2.2258298359511498e-10,2.2258298359511498e-10,2.22582983595115e-11
0.23573146292585095,5.4833567134268836e-05,7.142490981963932e-05,5.551102204408818,3.86272567641626e-06,3.86272567641626e-06,3.86272567641626e-07
0.46238476953907576,5.86207214428861e-05,5.6636973947896105e-05,0.48096192384769554,1.6918110575635466e-10,1.6918110575635466e-10,1.6918110575635466e-11
0.8459519038076101,3.5176432865731605e-05,3.968494989979978e-05,5.711422845691385,4.4757645741875136e-08,4.4757645741875136e-08,4.475764574187514e-09
0.061382765531062145,5.573527054108247e-05,5.4833567134268836e-05,6.833667334669355,2.8988700155972077e-08,2.8988700155972077e-08,2.8988700155972076e-09
0.7570340681362681,5.753867735470974e-05,3.7520861723447054e-05,0.9619238476953914,8.350163368321142e-07,8.350163368321142e-07,8.350163368321142e-08
0.6454509018036035,1.3535551102204397e-05,6.926082164328668e-05,0.7414829659318641,5.017749115127665e-08,5.017749115127665e-08,5.017749115127665e-09
0.11543086172344695,2.0929519038076183e-05,5.780901803607213e-06,5.971943887775557,7.524135044315824e-09,7.524135044315824e-09,7.524135044315825e-10
0.16076152304609198,9.117034068136272e-07,9.568056112224443e-06,7.17434869739481,1.2568499060793791e-10,1.2568499060793791e-10,1.2568499060793792e-11
0.6506813627254472,2.1831222444889817e-05,5.916174348697428e-05,7.555110220440906,2.1535764827585305e-08,2.1535764827585305e-08,2.1535764827585307e-09
0.20609218436873694,4.202937875751523e-05,2.7962805611222532e-05,3.6873747494989826,3.7514832596144537e-07,3.7514832596144537e-07,3.7514832596144536e-08
0.10322645290581167,2.2011563126252544e-05,1.3174869739478947e-05,5.81162324649299,8.007170844585868e-10,8.007170844585868e-10,8.007170844585868e-11
0.2601402805611213,8.224535070140253e-05,8.927863727454861e-05,5.350701402805609,1.0296529156878686e-09,1.0296529156878686e-09,1.0296529156878686e-10
0.5251503006011996,7.376933867735468e-05,5.519424849699429e-05,8.376753507014062,1.0847010210530333e-08,1.0847010210530333e-08,1.0847010210530334e-09
0.8686172344689326,4.689857715430885e-05,6.132583166332699e-05,2.0841683366733474,2.6022531659854646e-07,2.6022531659854646e-07,2.6022531659854647e-08
0.5513026052104179,2.8503827655310713e-05,6.0063446893787916e-05,2.885771543086165,1.9980794952461943e-09,1.9980794952461943e-09,1.9980794952461943e-10
0.7587775551102159,2.110985971943891e-05,1.8404749498998006e-05,9.719438877755561,2.935984551084556e-06,2.935984551084556e-06,2.9359845510845557e-07
0.0875350701402806,2.056883767535073e-05,8.819659318637229e-05,0.6212424849699402,2.6794175597149314e-06,2.6794175597149314e-06,2.679417559714931e-07
0.0857915831663327,3.553711422845706e-05,7.719581162324636e-05,8.176352705410853,1.1097838248702528e-08,1.1097838248702528e-08,1.1097838248702528e-09
0.5844288577154276,4.599687374749522e-05,1.9126112224448914e-05,1.743486973947897,4.985932917895367e-09,4.985932917895367e-09,4.985932917895367e-10
