,0
FACE_r241011_enStoreOvrflw_RD_response_1,0.10650110244750977
FACE_r241011_enStoreOvrflw_RD_response_2,0.9099323153495789
FACE_r241011_enStoreOvrflw_RD_response_3,0.3639396131038666
FACE_r241011_enStoreOvrflw_RD_response_4,-0.160197451710701
FACE_r241011_enStoreOvrflw_RD_response_5,-0.3139382302761078
FACE_r241011_enStoreOvrflw_RD_response_6,-0.3756599724292755
FACE_r241011_enStoreOvrflw_RD_response_7,-0.3808854818344116
FACE_r241011_enStoreOvrflw_RD_response_8,-0.38542211055755615
FACE_r241011_enStoreOvrflw_RD_response_9,-0.38500213623046875
FACE_r241011_enStoreOvrflw_RD_response_10,-0.38291487097740173
Year,2001.5
